paper,target_canonical,target_raw,type,self,executed,polarity,transitive,confidence,section,evidence,ref,doi_or_url
arrow_low_level_augmented_bayesian_optim,CherryPick (Alipourfard et al.),CherryPick / Naive BO (Alipourfard et al.),steppingstone,False,True,refutes,False,high,"III-B, V-B, VI-A",We implement a BO (as prescribed by CherryPick) to examine four different kernel functions ... The proposed low-level augmented Bayesian Optimization (Augmented BO) outperforms the naive Bayesian Optimization (Naive BO) [4].,"[4] O. Alipourfard et al., CherryPick: Adaptively Unearthing the Best Cloud Configurations for Big Data Analytics, NSDI 17, pp. 469-482.",
arrow_low_level_augmented_bayesian_optim,CherryPick (Alipourfard et al.),"CherryPick protocol: Matern 5/2 kernel, EI acquisition, 10% EI stopping",methodology,False,True,neutral,False,high,VI-A,We choose EI as the stopping criteria for Naive BO (as prescribed by CherryPick) ... we choose 10% EI for Naive BO (as prescribed by CherryPick),"[4] O. Alipourfard et al., CherryPick: Adaptively Unearthing the Best Cloud Configurations for Big Data Analytics, NSDI 17, pp. 469-482.",
arrow_low_level_augmented_bayesian_optim,PARIS (Yadwadkar et al.),PARIS (Yadwadkar et al.),numericfact,False,False,refutes,False,high,II-D,"even with the availability of data, performance predictability remains an issue. For instance, PARIS shows up to 50% RMSE (Root Mean Squared Error) while predicting performance.","[1] N. J. Yadwadkar, B. Hariharan, J. E. Gonzalez, B. Smith, R. Katz, Selecting the Best VM across Multiple Public Clouds, SoCC'17, 2017.",
arrow_low_level_augmented_bayesian_optim,PARIS (Yadwadkar et al.) - 'over 100 VM types' and 20x/10x spread,PARIS (Yadwadkar et al.) - 'over 100 VM types' and 20x/10x spread,numericfact,False,False,supports,False,medium,"I, II-C","cloud service providers (Amazon, Google, and Azure) offer over 100 virtual machines (VM) types [1] ... Prior work reports similar results [4], [1].","[1] N. J. Yadwadkar, B. Hariharan, J. E. Gonzalez, B. Smith, R. Katz, Selecting the Best VM across Multiple Public Clouds, SoCC'17, 2017.",
arrow_low_level_augmented_bayesian_optim,"Inside-Out (Hsu, Panta, Ra, Freeh)","Inside-Out (Hsu, Panta, Ra, Freeh)",sanitycheck,True,False,supports,False,high,"III-B, IV-A",Our prior experience [5] indicates that it is possible to have non-smooth performance outcome for a given workload on different VMs.,"[5] C.-J. Hsu, R. K. Panta, M.-r. Ra, V. W. Freeh, Inside-Out: Reliable Performance Prediction for Distributed Storage Systems in the Cloud, SRDS 2016, pp. 127-136.",
arrow_low_level_augmented_bayesian_optim,HiBench / spark-perf workloads,HiBench benchmark suite,dataset,False,True,neutral,False,high,V-A,"We choose distinct workloads from HiBench and spark-perf, as listed in Table I. HiBench is a big data benchmark suite for Apache Hadoop and Spark [33].",[33] Hibench. https://github.com/intel-hadoop/HiBench,https://github.com/intel-hadoop/HiBench
arrow_low_level_augmented_bayesian_optim,HiBench / spark-perf workloads,spark-perf benchmark suite (Databricks),dataset,False,True,neutral,False,high,V-A,"Similarly, spark-perf is a performance testing suite for Spark [34]. The testing suite provides a wide range of workloads including supervised learning",[34] spark-perf. https://github.com/databricks/spark-perf,https://github.com/databricks/spark-perf
arrow_low_level_augmented_bayesian_optim,Apache Hadoop 2.7,Apache Hadoop 2.7,software,False,True,neutral,False,high,"II-B, V-A","We choose Apache Hadoop (version 2.7) and Apache Spark (version 1.5 and 2.1) as our software system [14], [15].",[14] Apache hadoop. https://hadoop.apache.org,https://hadoop.apache.org
arrow_low_level_augmented_bayesian_optim,Apache Spark 1.5 / 2.1,Apache Spark 1.5 / 2.1,software,False,True,neutral,False,high,"II-B, V-A","We choose Apache Hadoop (version 2.7) and Apache Spark (version 1.5 and 2.1) as our software system [14], [15].",[15] Apache spark. https://spark.apache.org,https://spark.apache.org
arrow_low_level_augmented_bayesian_optim,Amazon Web Services EC2 (18 VM types),Amazon Web Services EC2 (18 VM types),software,False,True,neutral,False,high,"II-B, V-A",we conducted a large-scale evaluation using different workloads and software systems on Amazon Web Services (AWS) [13].,[13] Amazon web services. https://aws.amazon.com,https://aws.amazon.com
arrow_low_level_augmented_bayesian_optim,sysstat (Linux low-level metrics collector),sysstat (Linux low-level metrics collector),software,False,True,neutral,False,high,V-A,"During the execution of the workload, a sysstat demon is run in the background to collect low-level performance information [26].",[26] sysstat. http://sebastien.godard.pagesperso-orange.fr,http://sebastien.godard.pagesperso-orange.fr
arrow_low_level_augmented_bayesian_optim,SMBO formalism (SigOpt Bayesian Optimization Primer),SMBO formalism (SigOpt Bayesian Optimization Primer),methodology,False,True,supports,False,medium,II-D,Sequential model-based optimization (SMBO) iteratively measures solutions (VM types) to optimize for an objective (execution time or deployment cost) [9]. ... A typical SMBO algorithm is described in Algorithm 1.,"[9] I. Dewancker, M. McCourt, S. Clark, Bayesian Optimization Primer, 2015.",https://sigopt.com/static/pdf/SigOpt_Bayesian_Optimization_Primer.pdf
arrow_low_level_augmented_bayesian_optim,BO acquisition functions PI/EI/GP-UCB (Shahriari et al. review),BO acquisition functions PI/EI/GP-UCB (Shahriari et al. review),methodology,False,True,neutral,False,medium,III-A,"Common acquisition functions are Probability of Improvement (PI), Expected Improvement (EI), and Gaussian Process Upper Confidence Bound (GP-UCB) [10]. ... In practice, EI is effective and used in CherryPick.","[10] B. Shahriari, K. Swersky, Z. Wang, R. P. Adams, N. De Freitas, Taking the human out of the loop: A review of Bayesian optimization, Proc. IEEE 104(1), 2016.",
arrow_low_level_augmented_bayesian_optim,GP-UCB Bayesian optimization (Brochu),RBF vs Matern kernel families (Brochu et al. tutorial),methodology,False,True,neutral,False,medium,III-B,"RBF: Radial Basis Function is a widely used kernel. However, RBF considers the effects of features on the covariance equally [7], which may not be realistic.","[7] E. Brochu, V. M. Cora, N. De Freitas, A tutorial on Bayesian optimization of expensive cost functions..., ArXiv, 2010.",
arrow_low_level_augmented_bayesian_optim,Sobol quasi-random initial sampling,Sobol quasi-random initial sampling,methodology,False,True,refutes,False,low,III-C,"A common approach is a quasi-random method which uniformly selects very distinct VMs [25]. ... in practice, we have seen that BO is sensitive to initial points","[25] I. M. Sobol, On quasi-monte carlo integrations, Mathematics and Computers in Simulation 47(2), pp. 103-112, 1998.",
arrow_low_level_augmented_bayesian_optim,Energy-time trade-off product (HPC),Energy-time trade-off product (HPC),methodology,False,True,supports,False,medium,VI-B,We propose a new measure called time-cost product which is similar to an energy-time trade-off in high-performance computing [35].,"[35] Analyzing the energy-time trade-off in high-performance computing applications, IEEE TPDS 18(6), pp. 835-848, 2007.",
arrow_low_level_augmented_bayesian_optim,AWS EC2 document history (update frequency),AWS EC2 document history (update frequency),numericfact,False,False,supports,False,medium,II-C,"AWS, for instance, has a significant upgrade on its service two times a month on average [16]. As of December 2017, AWS provides 71 active VM types.",[16] Aws ec2 document history. http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/DocumentHistory.html,http://docs.aws.amazon.com/AWSEC2/latest/UserGuide/DocumentHistory.html
arrow_low_level_augmented_bayesian_optim,"Table-based storage models (Anderson, HP Labs)","Table-based storage models (Anderson, HP Labs)",sanitycheck,False,False,supports,False,medium,IV-B,This is similar to the reasoning technique used in practical settings by experts and the table based models [29].,"[29] E. Anderson, Simple table-based modeling of storage devices, Technical Report HPL-SSP-2001-04, HP Laboratories, 2001.",
arrow_low_level_augmented_bayesian_optim,CART / decision trees,CART storage performance prediction (Wang et al.),sanitycheck,False,False,supports,False,medium,IV-B,"The tree-based learning method is effective to capture complex performance behavior [30], [31], [32], [5], [1].","[30] Storage device performance prediction with CART models, MASCOTS 2004, pp. 588-595.",
arrow_low_level_augmented_bayesian_optim,DeepDive (performance interference in VMs),DeepDive (performance interference in VMs),sanitycheck,False,False,supports,False,medium,II-D,"this is not true in a cloud environment due to the sharing infrastructure, and therefore, performance interference is unavoidable [12].","[12] DeepDive: Transparently Identifying and Managing Performance Interference in Virtualized Environments, USENIX ATC'13, pp. 219-230.",
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,"FASTREAD (Yu, Kraft, Menzies 2018)",steppingstone,True,True,supports,False,high,3.3.3 Treatments,"four different treatments are tested, including the random sampling tactic from FASTREAD (Yu et al., 2018) as a baseline","Yu, Z., Kraft, N. A., and Menzies, T. (2018). Finding better active learners for faster literature reviews. Empirical Software Engineering, pages 1-26.",
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,FASTREAD active learner (Yu et al. 2018) as code base,software,True,True,supports,False,high,6.1 FAST2,"we propose our new reading tool FAST2 which is built on top of FASTREAD (Yu et al., 2018)","Yu, Z., Kraft, N. A., and Menzies, T. (2018). Finding better active learners for faster literature reviews. Empirical Software Engineering, pages 1-26.",
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,FASTREAD reported gains (Yu et al. 2018),numericfact,True,False,supports,False,medium,2.4 FASTREAD,FASTREAD reviews up to 50% fewer papers while finding the same number of relevant papers,"Yu, Z., Kraft, N. A., and Menzies, T. (2018). Finding better active learners for faster literature reviews. Empirical Software Engineering, pages 1-26.",
fast2_an_intelligent_assistant_for_findi,"32 active learners comparison, Figure 2 (Yu et al. 2018)","32 active learners comparison, Figure 2 (Yu et al. 2018)",replication,True,False,supports,False,low,2.4 / Figure 2,Figure 2: Median results (over 30 runs) of 32 active learning algorithms and manual review (linear review) across the four datasets of Table 1.,"Yu, Z., Kraft, N. A., and Menzies, T. (2018). Finding better active learners for faster literature reviews. Empirical Software Engineering, pages 1-26.",
fast2_an_intelligent_assistant_for_findi,Scott-Knott ranking,Scott-Knott + nonparametric tests protocol (Yu et al. 2018),statmethod,True,True,supports,False,medium,3.3.2 Performance Metrics,"As suggested in the authors' prior work (Yu et al., 2018), nonparametric hypothesis tests are applied to handle the non-normal distribution.","Yu, Z., Kraft, N. A., and Menzies, T. (2018). Finding better active learners for faster literature reviews. Empirical Software Engineering, pages 1-26.",
fast2_an_intelligent_assistant_for_findi,Cormack & Grossman TAR methods,Auto-BM25 seeding (Cormack & Grossman 2015),steppingstone,False,True,refutes,False,high,3.4 Results,Auto-BM25 is considered as a depreciated version of Rank-BM25 since it never ranks better than Rank-BM25 (worse in three and similarly in one dataset).,"Cormack, G. V. and Grossman, M. R. (2015). Autonomy and reliability of continuous active learning for technology-assisted review. arXiv preprint arXiv:1504.06868.",arXiv:1504.06868
fast2_an_intelligent_assistant_for_findi,Cormack & Grossman TAR methods,Auto-Syn seeding (Cormack & Grossman 2015),steppingstone,False,True,refutes,False,high,3.4 Results,"Auto-Syn is not recommended. It requires human experts to synthesize example relevant text, which is a difficult task.","Cormack, G. V. and Grossman, M. R. (2015). Autonomy and reliability of continuous active learning for technology-assisted review. arXiv preprint arXiv:1504.06868.",arXiv:1504.06868
fast2_an_intelligent_assistant_for_findi,Cormack & Grossman TAR methods,PRESUME presumptive non-relevant examples (Cormack & Grossman 2015),methodology,False,True,supports,False,high,3.1 / 3.2 Method,Our solution to this problem is based on presumptive non-relevant examples (shortened as PRESUME in the rest of this paper) proposed in the legal literature by Cormack and Grossman (2015).,"Cormack, G. V. and Grossman, M. R. (2015). Autonomy and reliability of continuous active learning for technology-assisted review. arXiv preprint arXiv:1504.06868.",arXiv:1504.06868
fast2_an_intelligent_assistant_for_findi,BM25 ranking (Robertson et al. 2009),BM25 ranking (Robertson et al. 2009),methodology,False,True,supports,False,high,3.1 Related Work / Algorithm 2,"rank the unlabeled examples with their corresponding BM25 scores, which is calculated based on tf-idf (Robertson et al., 2009)","Robertson, S., Zaragoza, H., et al. (2009). The probabilistic relevance framework: Bm25 and beyond. Foundations and Trends in Information Retrieval, 3(4):333-389.",
fast2_an_intelligent_assistant_for_findi,Wallace'13 prevalence estimator (Wallace et al. 2013a),Wallace'13 prevalence estimator (Wallace et al. 2013a),steppingstone,False,True,refutes,False,high,4.4 Results,The SEMI estimator (in blue) is not only more accurate than the Wallace'13 estimator (in green) but also the estimation from uniform random sampling (in red).,"Wallace, B. C., Dahabreh, I. J., Moran, K. H., Brodley, C. E., and Trikalinos, T. A. (2013a). Active literature discovery for scoping evidence reviews: How many needles are there. KDD-DMH.",
fast2_an_intelligent_assistant_for_findi,Random search baseline (Bergstra & Bengio; Arcuri & Briand),Uniform random sampling baseline result (Wallace et al. 2013a),numericfact,False,False,supports,False,medium,4.3 footnote 4,It was observed to estimate more accurately than the Wallace'13 estimator according to Wallace et al. (2013a).,"Wallace, B. C., Dahabreh, I. J., Moran, K. H., Brodley, C. E., and Trikalinos, T. A. (2013a). Active literature discovery for scoping evidence reviews: How many needles are there. KDD-DMH.",
fast2_an_intelligent_assistant_for_findi,"Ros'17 stopping rule (Ros, Bjarnason, Runeson 2017)","Ros'17 stopping rule (Ros, Bjarnason, Runeson 2017)",steppingstone,False,True,refutes,False,high,4.4 Results / Table 4,we observe that Ros'17 usually stops too early and results in a low recall,"Ros, R., Bjarnason, E., and Runeson, P. (2017). A machine learning approach for semi-automated search and selection in literature studies. EASE 2017, pages 118-127. ACM.",
fast2_an_intelligent_assistant_for_findi,Cormack & Grossman TAR methods,Cormack'16 knee stopping rule (Cormack & Grossman 2016a),steppingstone,False,True,refutes,False,high,4.4 Results / Table 4,Cormack'16 results in a large range of recalls which the user has no control of,"Cormack, G. V. and Grossman, M. R. (2016a). Engineering quality and reliability in technology-assisted review. SIGIR 2016, pages 75-84. ACM.",
fast2_an_intelligent_assistant_for_findi,Cormack & Grossman TAR methods,Cormack'17 knee-based error correction (Cormack & Grossman 2017),steppingstone,False,True,refutes,False,high,5.4 Results / Table 5,Cormack'17 is the least stable treatment among the four.,"Cormack, G. V. and Grossman, M. R. (2017). Navigating imprecision in relevance assessments on the road to total recall: Roger and me. SIGIR 2017, pages 5-14.",
fast2_an_intelligent_assistant_for_findi,Cormack & Grossman TAR methods,70% precision / 70% recall human reviewer (Cormack & Grossman 2017),numericfact,False,False,supports,False,high,5.1 Related Work / Algorithm 4 IncludeError,Cormack and Grossman (2017) concluded that a human reviewer could achieve on the order of 70% recall and 70% precision.,"Cormack, G. V. and Grossman, M. R. (2017). Navigating imprecision in relevance assessments on the road to total recall: Roger and me. SIGIR 2017, pages 5-14.",
fast2_an_intelligent_assistant_for_findi,Kuhrmann'17 majority vote (Kuhrmann et al. 2017),Kuhrmann'17 majority vote (Kuhrmann et al. 2017),steppingstone,False,True,refutes,False,high,5.4 Results / Table 5,"In general, we do not suggest Kuhrmann'17 since recall is most important.","Kuhrmann, M., Fernndez, D. M., and Daneva, M. (2017). On the pragmatic design of literature studies in software engineering: an experience-based guideline. EMSE, 22(6):2852-2891.",
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,Hall SLR dataset (Hall et al. 2012),dataset,False,True,supports,True,high,3.3.1 Datasets / Table 1,"Previously, we have created three datasets by reverse-engineering existing SLRs (Yu et al., 2018) ... Hall dataset from Hall et al. (2012)","Hall, T., Beecham, S., Bowes, D., Gray, D., and Counsell, S. (2012). A systematic literature review on fault prediction performance in software engineering. IEEE TSE, 38(6):1276-1304.",
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,Wahono SLR dataset (Wahono 2015),dataset,False,True,supports,True,high,3.3.1 Datasets / Table 1,"Wahono dataset from Wahono (2015) ... In this paper, we use the same four datasets to evaluate different techniques.","Wahono, R. S. (2015). A systematic literature review of software defect prediction: research trends, datasets, methods and frameworks. Journal of Software Engineering, 1(1):1-16.",
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,Radjenovic SLR dataset (Radjenovic et al. 2013),dataset,False,True,supports,True,high,3.3.1 Datasets / Table 1,"Radjenović dataset from Radjenović et al. (2013). Apart from the three created datasets, one dataset (Kitchenham) is provided directly","Radjenović, D., Heričko, M., Torkar, R., and Živkovič, A. (2013). Software fault prediction metrics: A systematic literature review. IST, 55(8):1397-1418.",
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,Kitchenham SLR dataset (Kitchenham & Brereton 2013),dataset,False,True,supports,False,high,3.3.1 Datasets / Acknowledgement,one dataset (Kitchenham) is provided directly by the author of Kitchenham and Brereton (2013),"Kitchenham, B. and Brereton, P. (2013). A systematic review of systematic review process research in software engineering. IST, 55(12):2049-2075.",
fast2_an_intelligent_assistant_for_findi,scikit-learn,scikit-learn LogisticRegression / SVM,software,False,True,supports,False,high,4.2 Method,"the LogisticRegression function is implemented with scikit-learn, and its regularization strength C is calculated as C = |RE|/(|L|-|LR|)",,
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,fastread/src Zenodo package (Yu & Menzies 2017),dataset,True,True,supports,False,medium,3.3.1 Datasets,"All the above datasets are available online (Yu and Menzies, 2017).","Yu, Z. and Menzies, T. (2017). fastread/src: Fast2. https://doi.org/10.5281/zenodo.1184123.",https://doi.org/10.5281/zenodo.1184123
fast2_an_intelligent_assistant_for_findi,Scott-Knott ranking,Scott-Knott clustering (Scott & Knott 1974),statmethod,False,True,supports,False,high,3.3.2 Performance Metrics,Scott-Knott analysis was applied to cluster and rank the performance (X95) of each treatment.,"Scott, A. J. and Knott, M. (1974). A cluster analysis method for grouping means in the analysis of variance. Biometrics, pages 507-512.",
fast2_an_intelligent_assistant_for_findi,Scott-Knott ranking,Scott-Knott recommendation (Mittas & Angelis 2013),statmethod,False,True,supports,False,high,3.3.2 Performance Metrics,"As recommended by Mittas & Angelis in their 2013 IEEE TSE paper (Mittas and Angelis, 2013), Scott-Knott analysis was applied","Mittas, N. and Angelis, L. (2013). Ranking and clustering software cost estimation models through a multiple comparisons algorithm. IEEE TSE, 39(4):537-551.",
fast2_an_intelligent_assistant_for_findi,Bootstrap significance test (Efron),Bootstrap significance test (Efron 1982),statmethod,False,True,supports,False,high,3.3.2 Performance Metrics,"Scott-Knott decided two methods are not of little difference if both bootstrapping (Efron, 1982), and an effect size test (Cliff, 1993) agreed","Efron, B. (1982). The jackknife, the bootstrap and other resampling plans. SIAM.",
fast2_an_intelligent_assistant_for_findi,Cliff's delta effect size,Cliff's delta effect size (Cliff 1993),statmethod,False,True,supports,False,high,3.3.2 Performance Metrics,not a negligible effect (Cliff's Delta >= 0.147),"Cliff, N. (1993). Dominance statistics: Ordinal analyses to answer ordinal questions. Psychological Bulletin, 114(3):494.",
fast2_an_intelligent_assistant_for_findi,WSS@95 metric and 95% recall target (Cohen 2011),WSS@95 metric and 95% recall target (Cohen 2011),methodology,False,True,supports,False,high,1.3 Caveats / 3.3.2 / 4.2,"our success criteria is ""work saved oversampling at 95% recall"" (WSS@95) (Cohen, 2011)","Cohen, A. M. (2011). Performance of support-vector-machine-based classification on 15 systematic review topics evaluated with the wss@95 measure. JAMIA, 18(1):104-104.",
fast2_an_intelligent_assistant_for_findi,Yu et al. SLR corpora / FASTREAD,"SLR framework, primary study selection (Kitchenham 2004)",methodology,False,False,supports,False,medium,1.3 Caveats,"in the terminology of Kitchenham's systematic literature review (SLR) (Kitchenham, 2004) framework, this ""initial skim"" is the primary study selection phase","Kitchenham, B. (2004). Procedures for performing systematic reviews. Keele, UK, Keele University, 33(2004):1-26.",
fast2_an_intelligent_assistant_for_findi,Threats-to-validity framework (Feldt & Magazinius),Validity threat taxonomy (Feldt & Magazinius 2010),methodology,False,False,supports,False,medium,6.2 Threats to Validity,"There are several validity threats to the design of this study (Feldt and Magazinius, 2010).","Feldt, R. and Magazinius, A. (2010). Validity threats in empirical software engineering research-an initial survey. In SEKE, pages 374-379.",
fast2_an_intelligent_assistant_for_findi,One minute per paper estimate (Shemilt et al. 2016),One minute per paper estimate (Shemilt et al. 2016),numericfact,False,False,supports,False,high,1 Introduction,Shemilt et al. (2016) estimated that assessing one paper for relevancy takes at least one minute.,"Shemilt, I., Khan, N., Park, S., and Thomas, J. (2016). Use of cost-effectiveness analysis to compare the efficiency of study identification methods in systematic reviews. Systematic reviews, 5(1):140.",
fast2_an_intelligent_assistant_for_findi,Empirical SE guidelines (Wohlin et al.),Snowballing precision 6.8% (Wohlin 2014) and 23.4% (Jalali & Wohlin 2012),numericfact,False,False,supports,False,medium,2.2 Automatic Tool Support,"Wohlin reported in one of his studies as precision to be 6.8% (Wohlin, 2014) while in another study as precision to be 15/64 = 23.4%","Wohlin, C. (2014). Guidelines for snowballing in systematic literature studies and a replication in software engineering. EASE 2014, page 38. ACM.",
fast2_an_intelligent_assistant_for_findi,Semi-supervised recall <95% at 30% labeled (Liu et al. 2016),Semi-supervised recall <95% at 30% labeled (Liu et al. 2016),numericfact,False,False,supports,False,medium,2.2 Automatic Tool Support,Liu et al. (2016) reported a less than 95% recall with 30% data labeled,"Liu, J., Timsina, P., and El-Gayar, O. (2016). A comparative analysis of semi-supervised learning: The case of article selection for medical systematic reviews. Information Systems Frontiers.",
fast2_an_intelligent_assistant_for_findi,Select-papers is hardest SLR step (Carver et al. 2013),Select-papers is hardest SLR step (Carver et al. 2013),numericfact,False,False,supports,False,medium,Figure 1 / 1.3 Caveats,"Carver et al. (2013) polled researchers who have conducted literature reviews. According to their votes, select papers was one of the hardest, most time-consuming tasks","Carver, J. C., Hassler, E., Hernandes, E., and Kraft, N. A. (2013). Identifying barriers to the systematic literature review process. ESEM 2013, pages 203-212. IEEE.",
fast2_an_intelligent_assistant_for_findi,Abstract-based methods outperform alternatives (Kanoulas et al. 2017; Roegiest et al. 2015),Abstract-based methods outperform alternatives (Kanoulas et al. 2017; Roegiest et al. 2015),sanitycheck,False,False,supports,False,medium,2.3 Abstract-based Methods,"Several studies show that the performance of abstract-based methods is better than other approaches (Kanoulas et al., 2017; Roegiest et al., 2015).","Kanoulas, E., Li, D., Azzopardi, L., and Spijker, R. (2017). Overview of the CLEF technologically assisted reviews in empirical medicine. CLEF 2017 Working Notes.",
fast2_an_intelligent_assistant_for_findi,Aha's mixed-data distance,Class probability estimates unreliable for imbalanced data (Wallace & Dahabreh 2012),sanitycheck,False,False,supports,False,medium,4.2 Method,"The challenges for building such a class probability estimator include the class imbalance of training data (Wallace and Dahabreh, 2012)","Wallace, B. C. and Dahabreh, I. J. (2012). Class probability estimates are unreliable for imbalanced data (and how to fix them). ICDM 2012, pages 695-704. IEEE.",
fast2_an_intelligent_assistant_for_findi,95% recall accepted in evidence-based medicine (O'Mara-Eves et al. 2015),95% recall accepted in evidence-based medicine (O'Mara-Eves et al. 2015),sanitycheck,False,False,supports,False,medium,3.3.2 Performance Metrics,"0.95 recall is usually considered acceptable in evidence-based medicine (Cohen, 2011; Cohen et al., 2006; O'Mara-Eves et al., 2015)","O'Mara-Eves, A., Thomas, J., McNaught, J., Miwa, M., and Ananiadou, S. (2015). Using text mining for study identification in systematic reviews. Systematic reviews, 4(1):5.",
finding_better_active_learners_for_faste,Wallace'10 patient active learning (PUSA),Wallace'10 patient active learning (PUSA),steppingstone,False,True,refutes,False,high,4 Technical Details; 6 Results RQ2,The PUSA approach advocated by Wallace'10 [62] ... Neither of the three state-of-the-art treatments consistently performs the best.,"62. Wallace, B.C., Trikalinos, T.A., Lau, J., Brodley, C., Schmid, C.H.: Semi-automated screening of biomedical citations for systematic reviews. BMC bioinformatics 11(1) (2010)",
finding_better_active_learners_for_faste,"Wallace'10 components: patient start, uncertainty sampling, stop when stable, aggressive undersampling","Wallace'10 components: patient start, uncertainty sampling, stop when stable, aggressive undersampling",methodology,False,True,supports,False,high,4 Technical Details,"As suggested by Wallace et al. [62], 'hasty generation' ... may lead to poor performance ... A stands for 'aggressive undersampling' ... as suggested by Wallace'10 [62].","62. Wallace, B.C., Trikalinos, T.A., Lau, J., Brodley, C., Schmid, C.H.: Semi-automated screening of biomedical citations for systematic reviews. BMC bioinformatics 11(1) (2010)",
finding_better_active_learners_for_faste,Miwa'14 Certainty plus Weighting (PCTW),Miwa'14 Certainty plus Weighting (PCTW),steppingstone,False,True,refutes,False,high,4 Technical Details; 6 Results RQ2,The PCTW approach advocated by Miwa'14 [40] ... this treatment dramatically out-performs all three state-of-the-art treatments by requiring 20-50% fewer studies,"40. Miwa, M., Thomas, J., OMara-Eves, A., Ananiadou, S.: Reducing systematic review workload through certainty-based screening. J. biomedical informatics 51, 242-253 (2014)",
finding_better_active_learners_for_faste,"Miwa'14 components: certainty sampling, class weighting, continue training","Miwa'14 components: certainty sampling, class weighting, continue training",methodology,False,True,supports,False,high,4 Technical Details,W stands for 'Weighting'. The algorithm utilizes Weighting for data balancing ... as suggested by Miwa'14 [40].,"40. Miwa, M., Thomas, J., OMara-Eves, A., Ananiadou, S.: Reducing systematic review workload through certainty-based screening. J. biomedical informatics 51, 242-253 (2014)",
finding_better_active_learners_for_faste,Cormack & Grossman TAR methods,Cormack'14 continuous active learning (HCTN),steppingstone,False,True,refutes,False,high,4 Technical Details; 6 Results RQ2,The HCTN approach advocated by Cormack'14 [11] ... Neither of the three state-of-the-art treatments consistently performs the best.,"11. Cormack, G.V., Grossman, M.R.: Evaluation of machine-learning protocols for technology-assisted review in electronic discovery. SIGIR 2014, pp. 153-162",
finding_better_active_learners_for_faste,Cormack & Grossman TAR methods,"Cormack'14/'15 components: hasty start, continue training, no balancing",methodology,False,True,supports,False,high,4 Technical Details,"The algorithm starts training as soon as ONE 'relevant' study is retrieved, as suggested in Cormack'14 [11, 12].","11. Cormack, G.V., Grossman, M.R.: Evaluation of machine-learning protocols for technology-assisted review in electronic discovery. SIGIR 2014; 12. Cormack & Grossman arXiv:1504.06868 (2015)",https://arxiv.org/abs/1504.06868
finding_better_active_learners_for_faste,Cormack & Grossman TAR methods,Recall vs. studies-reviewed curve (Cormack et al.),methodology,False,True,supports,False,high,5.1 Performance Metrics,"This performance metrics is suggested by Cormack et al. [11,12,55] and best fits the objectives of excluding irrelevant studies problem.","11. Cormack & Grossman SIGIR 2014; 12. Cormack & Grossman arXiv:1504.06868 (2015); 55. Tredennick, J.: TAR for Smart People. Catalyst (2015)",
finding_better_active_learners_for_faste,WSS@95 metric (Cohen),WSS@95 metric (Cohen),methodology,False,True,supports,False,high,2 Introduction; 5.1 Performance Metrics,Evaluate the 32 active learning approaches using SE data and the evaluation criteria 'work saved over sampling at 95% recall' (WSS@95) [8].,"8. Cohen, A.M.: Performance of support-vector-machine-based classification on 15 systematic review topics evaluated with the wss@95 measure. JAMIA 18(1) (2011)",
finding_better_active_learners_for_faste,0.95 recall acceptance threshold (Cohen et al.; O'Mara-Eves et al.),0.95 recall acceptance threshold (Cohen et al.; O'Mara-Eves et al.),methodology,False,False,supports,False,medium,5.1 Performance Metrics,"0.95 recall is usually considered acceptable in evidence-based medicine [8, 10, 46] despite the fact that there might still be 'relevant' studies missing [53].","10. Cohen, A.M., Hersh, W.R., Peterson, K., Yen, P.Y.: Reducing workload in systematic review preparation using automated citation classification. JAMIA 13(2) (2006)",
finding_better_active_learners_for_faste,Yu et al. SLR corpora / FASTREAD,Wahono SLR dataset (reverse-engineered from Wahono 2015),dataset,False,True,neutral,False,high,5.2 Datasets,three datasets are created reverse-engineering existing SLRs ... Wahono dataset from Wahono et al. 2015 [56],"56. Wahono, R.S.: A systematic literature review of software defect prediction: research trends, datasets, methods and frameworks. J. Software Engineering 1(1), 1-16 (2015)",https://doi.org/10.5281/zenodo.1162952
finding_better_active_learners_for_faste,Yu et al. SLR corpora / FASTREAD,Hall SLR dataset (reverse-engineered from Hall et al. 2012),dataset,False,True,neutral,False,high,5.2 Datasets,Hall dataset from Hall et al. 2012 [23] ... the search string S and the final inclusion list F from the original publication are used for the data collection.,"23. Hall, T., Beecham, S., Bowes, D., Gray, D., Counsell, S.: A systematic literature review on fault prediction performance in software engineering. IEEE TSE 38(6) (2012)",https://doi.org/10.5281/zenodo.1162952
