paper,target_canonical,target_raw,type,confidence,section,evidence,ref,doi_or_url
classical_then_llm,"Chen, Gong & Chen config data (Accuracy can lie)","SQL_AllMeas, HSMGP_num (Chen, Gong, Chen)",dataset,high,Table I,Table I: Cloud compute Tuning SQL_AllMeas ... HSMGP_num ... Refs [4],"[4] P. Chen, J. Gong, and T. Chen, 'Accuracy can lie: On the impact of surrogate model in configuration tuning,' IEEE TSE, vol. 51, no. 2, 2025.",
classical_then_llm,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)",Project health (Health-Closed) and nasa93dem (Lustosa & Menzies),dataset,high,Table I,Table I: 35 Proj. Health Health Health-Closed ... nasa93dem ... Refs [5],"[5] A. Lustosa and T. Menzies, 'Learning from very little data: On the value of landscape analysis for predicting software project health,' TOSEM, vol. 33, no. 3, 2024.",
classical_then_llm,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)","Scrum and POM3 datasets (iSNEAK, Lustosa & Menzies)",dataset,high,Table I,Table I: 3 Scrum Agile Scrum[1k-100k] ... 4 POM3 Process pom3[a-d] ... Refs [6],"[6] A. Lustosa and T. Menzies, 'iSNEAK: Partial ordering as heuristics for model-based reasoning in software engineering,' IEEE Access, vol. 12, 2024.",
classical_then_llm,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)","COC1000 and XOMO datasets (Chen, Nair, Menzies)",dataset,high,Table I,"Table I: 1 COC1000 Risk coc1000 ... 4 XOMO Defects xomo_[flt,grd] ... Refs [7]","[7] J. Chen, V. Nair, and T. Menzies, 'Beyond evolutionary algorithms for search-based software engineering,' IST, vol. 95, pp. 281-294, 2018.",
classical_then_llm,Kaggle cross-domain datasets,"Kaggle behavioral/finance/health/marketing datasets (EA Sports FC 25, Telco churn, WHO life expectancy, Marketing analytics)",dataset,high,Table I,"Table I: Behavioral all_players, etc [8]; Financial BankChurners [9]; Health COVID19, Life [10]; Sales Marketing, socks [11]","[8] nyagami, kaggle; [9] blastchar, 'Telco customer churn,' kaggle; [10] K. A. Rajarshi, 'Life expectancy (WHO),' kaggle; [11] J. Daoud, 'Marketing analytics,' kaggle.",
classical_then_llm,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)","POM3 model (Port, Olkov, Menzies)",dataset,medium,IV-A Datasets,"software process modeling (POM3, a model of agile requirements prioritization [45]; XOMO, a Monte Carlo simulator over the COCOMO suite ... [46])","[45] D. Port, A. Olkov, and T. Menzies, 'Using simulation to investigate requirements prioritization strategies,' ASE 2008.",
classical_then_llm,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)",XOMO model (Menzies & Richardson),dataset,medium,IV-A Datasets,"XOMO, a Monte Carlo simulator over the COCOMO suite of effort, risk, and defect models [46]","[46] T. Menzies and J. Richardson, 'Xomo: Understanding development options for autonomy,' COCOMO forum, 2005.",
classical_then_llm,Distance-to-heaven (d2h) metric,Distance-to-heaven (d2h) and normalized improvement Delta (Senthilkumar & Menzies),methodology,high,IV-B Metrics,"For d2h, lower values are better [3] ... For Delta, larger values are better [3] since those solutions are closer to the best possible results","[3] L. Senthilkumar and T. Menzies, 'Can large language models improve se active learning via warm-starts?' TOSEM, 2024.",
classical_then_llm,Cliff's delta effect size,Cliff's delta,statmethod,high,IV-D Statistical Analysis,"Cliff's delta [49], |delta| = |#(x>y) - #(x<y)| / (nm), is below 0.195 (small [50])","[49] N. Cliff, 'Dominance statistics: Ordinal analyses to answer ordinal questions,' Psychological Bulletin, vol. 114, no. 3, 1993.",https://doi.org/10.1037/0033-2909.114.3.494
classical_then_llm,Cliff's delta effect size,Cliff's delta 'small' threshold 0.195 (Hess & Kromrey),statmethod,high,IV-D Statistical Analysis,is below 0.195 (small [50]),"[50] M. R. Hess and J. D. Kromrey, 'Robust confidence intervals for effect sizes: A comparative study of Cohen's d and Cliff's delta ...,' AERA, 2004.",https://api.semanticscholar.org/CorpusID:17670117
classical_then_llm,Kolmogorov-Smirnov test,Kolmogorov-Smirnov test (Massey),statmethod,medium,IV-D Statistical Analysis,the Kolmogorov-Smirnov statistic [51] (max distance between the empirical cumulative distributions) is below 1.36 sqrt((n+m)/(nm)) (95% confidence).,"[51] F. J. Massey, 'The Kolmogorov-Smirnov test for goodness of fit,' JASA, vol. 46, no. 253, pp. 68-78, 1951.",https://www.tandfonline.com/doi/abs/10.1080/01621459.1951.10500769
classical_then_llm,Effect-size guidance (Kampenes et al.),Effect-size guidance for SE experiments (Kampenes et al.),statmethod,high,IV-D Statistical Analysis,"To avoid significant-but-meaningless splits [48], two result sets X, Y (sizes n, m) are judged indistinguishable if both of the following hold","[48] V. B. Kampenes, T. Dyba, J. E. Hannay, and D. I. K. Sjoberg, 'A systematic review of effect size in software engineering experiments,' IST, vol. 49, 2007.",https://doi.org/10.1016/j.infsof.2007.02.015
classical_then_llm,Cohen / Sawilowsky small-effect rule,Cohen 0.2-sigma indistinguishability rule (Sawilowsky),statmethod,medium,Table III (budget argument),"Cohen comments that events are indistinguishably different if they differ by less than .2 sigma [53]. For a Gaussian of range -3 sigma to +3 sigma, this 0.2 is a target of size p = .2/6","[53] S. S. Sawilowsky, 'New effect size rules of thumb,' Journal of Modern Applied Statistical Methods, vol. 8, no. 2, p. 26, 2009.",
classical_then_llm,Hamlet's probable correctness theory,Probable correctness theory (Hamlet),sanitycheck,medium,Table III (budget argument),Hamlet [52] comments on the number of samples B required to be C confident of finding a target with probability p is C = 1 - (1-p)^B,"[52] R. G. Hamlet, 'Probable correctness theory,' Information Processing Letters, vol. 25, no. 1, pp. 17-25, 1987.",
classical_then_llm,Prior EZR-vs-SMAC results (Ganguly & Menzies),B<=20 labeling-budget argument (Ganguly & Menzies),sanitycheck,high,IV-E; Table III,"Table III offers a mathematical argument from Ganguly et al. [28] that, with sufficient knowledge (e.g. from an LLM), it is possible to find good solutions with B <= 20.","[28] K. K. Ganguly and T. Menzies, 'How low can you go? the data-light se challenge,' in FSE'26, 2026.",
classical_then_llm,Reference-optimal / straw-man baseline (Cohen; McGeoch),Cohen's advice to compare against simple baselines,methodology,high,III Algorithms,"Cohen advises checking complex methods against simple ones [41], so we add two no-LLM floors: RANDOM and the 2018 search-based method RRP [42].","[41] P. R. Cohen, Empirical methods for artificial intelligence. MIT Press, 1995.",
classical_then_llm,Reference-optimal / straw-man baseline (Cohen; McGeoch),'Reference optimal' concept (Cohen; McGeoch),methodology,medium,VI-A Construct Validity,"Here 'optimal' means reference optimal, a term from the empirical-algorithms literature [41], [54]: the best solution observed so far.","[54] C. C. McGeoch, A guide to experimental algorithmics. Cambridge University Press, 2012.",
classical_then_llm,Chebyshev distance / MOEA-D (Zhang & Li),"Pareto-based SBSE evaluation review (Li, Chen, Yao) -- HV/Chebyshev cross-check",methodology,medium,IV-B Metrics (footnote 2),A recent IEEE TSE article by Chen et al. [47] reviewed various multi-objective optimization performance measures like hypervolume ... we also computed both metrics; the ranking is consistent,"[47] M. Li, T. Chen, and X. Yao, 'How to evaluate solutions in pareto-based search-based software engineering: A critical review and methodological guidance,' IEEE TSE, vol. 48, no. 5, 2022.",https://doi.org/10.1109/TSE.2020.3036108
classical_then_llm,"Pareto metric guidance (Li, Chen & Yao)",Argument that HV/spread/GD/IGD are misguided for SE (Chen; Ganguly),sanitycheck,medium,IV-B Metrics (footnote 2),"Subsequent work by Chen [2], as well as analogous research by Ganguly [28] suggests that these measures are somewhat misguided ... Hence, here, we used d2h rather than HV, spread, GD and IGD.","[2] P. Chen and T. Chen, 'Promisetune ...,' ICSE 2026; [28] K. K. Ganguly and T. Menzies, 'How low can you go?,' FSE'26.",
classical_then_llm,Misc method justifications,Huang et al. finding that standalone LLMs match conventional heuristics on continuous benchmarks,sanitycheck,low,III-B SNAP,"OPRO was validated only on continuous benchmarks ... where Huang et al. found standalone LLMs no better than conventional heuristics [27]. MOOT data is largely symbolic, so we adapt OPRO to selection over a fixed table","[27] B. Huang, X. Wu, Y. Zhou, J. Wu, L. Feng, R. Cheng, and K. C. Tan, 'Exploring the true potential: Evaluating the black-box optimization capability of LLMs,' arXiv:2404.06290, 2024.",
coverage_to_causes_fuzzing,Fuzzilli (Gross et al.),Fuzzilli (Gross et al.),steppingstone,high,"6.2.4 RQ5 (Table 5), 6.2.5 RQ6 (Table 6)","Fuzzilli and DIE both found one crash in ~94 and ~87 hours, respectively. ... compared the execution rate of our approach with a coverage-guided baseline (Fuzzilli)","[16] Samuel Gross, Simon Koch, Lukas Bernhard, Thorsten Holz, Martin Johns. Fuzzilli: Fuzzing for javascript jit compiler vulnerabilities. NDSS, 2023.",
coverage_to_causes_fuzzing,"JS-engine fuzzers (DIE, FuzzJIT)",FuzzJIT (Wang et al.),steppingstone,high,6.2.4 RQ5 (Table 5),"In our experiments, FuzzJIT was not able to find any crashes within the 96 hour fuzzing campaign.","[8] Junjie Wang, Zhiyi Zhang, Shuang Liu, Xiaoning Du, Junjie Chen. FuzzJIT: Oracle-Enhanced fuzzing for JavaScript engine JIT compiler. USENIX Security 23.",
coverage_to_causes_fuzzing,"JS-engine fuzzers (DIE, FuzzJIT)",DIE (Park et al.),steppingstone,high,6.2.4 RQ5 (Table 5),"Fuzzilli and DIE both found one crash in ~94 and ~87 hours, respectively.","[6] Soyeon Park, Wen Xu, Insu Yun, Daehee Jang, Taesoo Kim. Fuzzing javascript engines with aspect-preserving mutation. IEEE S&P 2020, pages 1629-1642.",
coverage_to_causes_fuzzing,Fuzzilli (Gross et al.),Fuzzilli (base fuzzer),software,high,5.6 Feature-Guided Fuzzing,"This fuzzer was built on top of Fuzzilli, which has been utilized in multiple works in JS engine fuzzing","[16] Samuel Gross, Simon Koch, Lukas Bernhard, Thorsten Holz, Martin Johns. Fuzzilli: Fuzzing for javascript jit compiler vulnerabilities. NDSS, 2023.",
coverage_to_causes_fuzzing,XGBoost (Chen & Guestrin),XGBoost (Chen & Guestrin),software,high,5.5 Phase 5; 6.1.2 Machine Learning Algorithms,We implemented M using the XGBoost Machine Learning model. ... We use the XGBoost feature importance score to answer RQ4.,"[50] Tianqi Chen and Carlos Guestrin. Xgboost: A scalable tree boosting system. KDD 2016, pages 785-794.",10.1145/2939672.2939785
coverage_to_causes_fuzzing,XGBoost (Chen & Guestrin),Scikit-learn (XGBoost sklearn estimator),software,high,6.1.2 Machine Learning Algorithms,We implemented XGBoost using Scikit-learn. ... Scikit-learn's XGBoost includes the scale_pos_weight hyperparameter,footnote 10: https://xgboost.readthedocs.io/en/stable/python/sklearn_estimator.html,https://xgboost.readthedocs.io/en/stable/python/sklearn_estimator.html
coverage_to_causes_fuzzing,OpenAI GPT models / API,GPT-4.1 (OpenAI),software,high,5.3 Phase 2 and 3: Feature Generation,"In Phase 2 and 3, we use GPT 4.1, the latest model available at the time of this study, to extract features.",footnote 9: https://openai.com/index/gpt-4-1,https://openai.com/index/gpt-4-1
coverage_to_causes_fuzzing,SHAP (Lundberg & Lee),SHAP (Lundberg & Lee),software,high,5.6 Feature-Guided Fuzzing (Algorithm 3),"we used SHapley Additive exPlanations (SHAP) to provide instance-specific guidance [47, 48]. For each parent seed, we identified the feature subset that SHAP deemed most responsible","[47] Scott M Lundberg and Su-In Lee. A unified approach to interpreting model predictions. NeurIPS 30, 2017.",
coverage_to_causes_fuzzing,Software-engineering folklore and fuzzing observations,ShapFuzz (Zhang et al.),methodology,medium,5.6 Feature-Guided Fuzzing,"we used SHapley Additive exPlanations (SHAP) to provide instance-specific guidance [47, 48].","[48] Kunpeng Zhang, Xiaogang Zhu, Xi Xiao, Minhui Xue, Chao Zhang, Sheng Wen. Shapfuzz: Efficient fuzzing via shapley-guided byte selection. arXiv:2308.09239, 2023.",arXiv:2308.09239
coverage_to_causes_fuzzing,V8 engine / mjsunit / PoCs,jsvu (JavaScript engine Version Updater),software,high,5.2.1 Positive Samples,"Since building many versions of V8 takes substantial time, we prebuilt binaries provided by the JavaScript (engine) Version Updater (jsvu) tool.",footnote 8: https://github.com/GoogleChromeLabs/jsvu,https://github.com/GoogleChromeLabs/jsvu
coverage_to_causes_fuzzing,V8 engine / mjsunit / PoCs,V8 JavaScript engine (with trace flags),software,high,5.4 Phase 4; 6.2.4 RQ5,"executes the input with the selected V8 tracing flags, captures the resulting log output, and parses it to construct the dynamic feature vector","https://v8.dev (system under test; trace flags such as --trace-gc, --log-maps, --trace-ic)",https://v8.dev/docs/release-process
coverage_to_causes_fuzzing,V8 engine / mjsunit / PoCs,Chromium bug repository V8 vulnerability PoCs,dataset,high,5.2.1 Positive Samples (Vulnerable PoCs),We queried the Chromium bug repository with a search query which retrieves fixed or verified bug reports related to the vulnerabilities within the V8 runtime ... we obtained 220 reports.,footnotes 6-7: https://issues.chromium.org/issues?q=componentid:(1456800|...) status:(fixed|verified) type:vulnerability created:2019-01-01..2025-06-30,https://issues.chromium.org/issues
coverage_to_causes_fuzzing,V8 engine / mjsunit / PoCs,V8 mjsunit test suite (negative samples),dataset,high,5.2.2 Negative Samples,"the negative samples were collected from the official V8 test suites. Specifically, for each time-based fold ... the test cases from the mjsunit suite","official V8 test suites, mjsunit (no formal reference; V8 source tree)",
coverage_to_causes_fuzzing,Validation / effort-estimation metrics (Kohavi; Falessi; Sarro; Shepperd),Walk-forward / time-ordered validation (Falessi et al.),methodology,high,6.1.1 Dataset,the data is divided into four folds for cross-validation with a walk-forward protocol [49].,"[49] Davide Falessi, Jacky Huang, Likhita Narayana, Jennifer Fong Thai, Burak Turhan. On the need of preserving order of data when validating within-project defect classifiers. EMSE 25(6), 2020.",
coverage_to_causes_fuzzing,"JS-engine fuzzers (DIE, FuzzJIT)","Aspect-preserving mutation (DIE, Park et al.)",methodology,high,5.6 Feature-Guided Fuzzing,we extended the concept of aspect-preserving mutation proposed by Park et al. [6] to feature-preserving mutation.,"[6] Soyeon Park, Wen Xu, Insu Yun, Daehee Jang, Taesoo Kim. Fuzzing javascript engines with aspect-preserving mutation. IEEE S&P 2020.",
coverage_to_causes_fuzzing,Misc method justifications,LLM-driven feature generation for tabular data (Nam et al.; Zhang et al.; LLM-FE),methodology,medium,5.3 Phase 2 and 3: Feature Generation,"Inspired by the effectiveness of LLMs in feature discovery shown in recent studies [41-43], we propose an LLM-driven feature discovery approach using historical vulnerabilities.","[41] Nam et al. Optimized feature generation for tabular data via llms with decision tree reasoning. NeurIPS 37, 2024; [42] arXiv:2406.03505; [43] arXiv:2503.14434",
coverage_to_causes_fuzzing,Wilcoxon / Mann-Whitney test,Wilcoxon rank-sum / Mann-Whitney test,statmethod,low,6.1.4 Statistical Analysis (Table 4),"We statistically compared our methods using the Wilcoxon Rank-Sum test [52, 53].","[52] Frank Wilcoxon. Individual comparisons by ranking methods. Biometrics Bulletin 1(6), 1945; [53] Mann & Whitney, Ann. Math. Statist. 18, 1947.",
coverage_to_causes_fuzzing,V8 engine / mjsunit / PoCs,OptFuzz observation: no crashes on latest V8 (Wang et al.),sanitycheck,high,6.2.4 RQ5; footnote 2,"Similar to Wang et al. [5], we observed that running the state-of-the-art fuzzers for a week on the latest V8 did not yield any crashes. Hence ... we opted to use an older (2023) version of V8.","[5] Jiming Wang et al. OptFuzz: Optimization path guided fuzzing for JavaScript JIT compilers. USENIX Security 24, pages 865-882.",
coverage_to_causes_fuzzing,Software-engineering folklore and fuzzing observations,Declining bug-discovery rates in mature software (Elahi & Wang),sanitycheck,medium,"1 Introduction, footnote 2","an outcome that is consistent with recent studies showing declining rates of bug discovery in mature, heavily-tested software [5, 20]","[20] Haroon Elahi and Guojun Wang. Forward-porting and its limitations in fuzzer evaluation. Information Sciences 662:120142, 2024.",
coverage_to_causes_fuzzing,XGBoost (Chen & Guestrin),XGBoost vs deep learning on tabular data (Shwartz-Ziv & Armon),sanitycheck,high,6.1.2 Machine Learning Algorithms,"Shwartz-Ziv and Armon showed that XGBoost can be as effective as deep learners for tabular data, in terms of both predictive performance and training time [51].","[51] Ravid Shwartz-Ziv and Amitai Armon. Tabular data: Deep learning is not all you need. Information Fusion 81:84-90, 2022.",
coverage_to_causes_fuzzing,"LLM prompting techniques (CoT, Self-refine, OPRO, ...)","Role identification improves LLM performance (GRACE, Lu et al.)",sanitycheck,high,5.3 Feature Generation (Prompt 1),"Identification specifies the role of the LLM ... Lu et al., showed that identification significantly improves LLM's performance [44].","[44] Guilong Lu, Xiaolin Ju, Xiang Chen, Wenlong Pei, Zhilong Cai. Grace: Empowering llm-based software vulnerability detection with graph structure and in-context learning. JSS 212, 2024.",
coverage_to_causes_fuzzing,"LLM prompting techniques (CoT, Self-refine, OPRO, ...)",LLMs fail to follow structural constraints (CRANE; Break-the-chain),sanitycheck,medium,5.3.2 Phase 3: Dynamic Feature Generation,"The reason we initially did not extract five flags is that LLMs often fail to follow structural constraints [45, 46]. Hence, we slightly relaxed the constraint and then curated the list.","[45] Banerjee et al. Crane: Reasoning with constrained llm generation. arXiv:2502.09061, 2025; [46] Roh et al. Break-the-chain. arXiv:2506.06971, 2025.",arXiv:2502.09061
coverage_to_causes_fuzzing,V8 engine / mjsunit / PoCs,mjsunit as seed corpus / static seed features (Wen et al.),sanitycheck,medium,7.1.3 Construct Validity; 4.2,"The mjsunit test suit is widely used as seed corpus because it contains both simple and adversarial code [12, 19]. ... prioritizing valid input seeds with code structure ... is highly effective [19]","[19] Ming Wen, Yongcong Wang, Yifan Xia, Hai Jin. Evaluating seed selection for fuzzing javascript engines. EMSE 28(6):133, 2023.",
coverage_to_causes_fuzzing,Software-engineering folklore and fuzzing observations,Montage: buggy fragments come from regression tests (Lee et al.),sanitycheck,medium,7.1.3 Construct Validity,"Montage shows that most buggy fragments come from the JS engine tests ... Hence, using this makes our findings more meaningful compared to using trivial and easy-to-predict negative sample.","[12] Suyoung Lee, HyungSeok Han, Sang Kil Cha, Sooel Son. Montage: A neural network language Model-Guided JavaScript engine fuzzer. USENIX Security 20.",
coverage_to_causes_fuzzing,"LLM prompting techniques (CoT, Self-refine, OPRO, ...)",Iterative validation improves LLM generalizability (Xu et al.; Step-Opt),sanitycheck,low,7.1.2 External Validity,"We mitigate this risk by iterative validation on unseen PoCs and manual curation, a strategy shown to improve LLM generalizability in other contexts [57, 58].","[57] Xu et al. Enhancing tool retrieval with iterative feedback from LLMs. arXiv:2406.17465, 2024; [58] Wu et al. Step-opt. arXiv:2506.17637, 2025.",arXiv:2406.17465
data_light_se_challenge,SMAC / SMAC3 (Hutter; Lindauer),SMAC (Hutter et al.),steppingstone,high,1 Introduction; 5.2.1; 5.5 Results,These lightweight strategies perform as well as advanced optimizers like Sequential Model-based Algorithm Configuration (SMAC) [37],"[37] F. Hutter, H. H. Hoos, K. Leyton-Brown, Sequential model-based optimization for general algorithm configuration, LION 2011",
data_light_se_challenge,TPE (Bergstra et al.),TPE (Bergstra et al.),steppingstone,high,5.2.1 Membership Query Inference,TPE was selected as a representative of tuners widely used in industry (e.g. Hyperopt and Optuna).,"[38] J. Bergstra, R. Bardenet, Y. Bengio, B. Kegl, Algorithms for hyper-parameter optimization, NIPS 2011",
data_light_se_challenge,"DEHB (Awad, Mallik, Hutter)",DEHB (Awad et al.),steppingstone,high,5.2.1 Membership Query Inference,"DEHB, a representative for evolutionary multi-fidelity optimization, combines differential evolution search with Hyperband's adaptive resource allocation [39].","[39] N. Awad, N. Mallik, F. Hutter, DEHB: Evolutionary hyberband for scalable, robust and efficient hyperparameter optimization, IJCAI 2022",
data_light_se_challenge,SMAC / SMAC3 (Hutter; Lindauer),SMAC3 package (Lindauer et al.),software,medium,5.2.1; 7.1 Threats to Validity,"In recent experiments [100], SMAC has been shown to outperform BOHB [39], Hyperband [101], ParamILS [102], and Dragonfly [103].","[100] M. Lindauer et al., SMAC3: A versatile bayesian optimization package for hyperparameter optimization, JMLR 23(54), 2022",
data_light_se_challenge,MOOT repository,"MOOT repository (Menzies, Chen et al.)",dataset,high,Table 1; 4; 5 Experiments,"Using data from MOOT, this section compares simple and complex methods for Near Enough optimization.","[36] T. Menzies et al., MOOT: a repository of many multi-objective optimization tasks, MSR 2026",https://github.com/timm/moot
data_light_se_challenge,PromiseTune config data (Chen & Chen),PromiseTune configuration datasets (Chen & Chen),dataset,high,Table 1; 4 (Fig. 3),"PromiseTune Software Configurations: 7z, BDBC, HSQLDB, LLVM, PostgreSQL, dconvert, deeparch, exastencils, javagc, redis, storm, x264 ... Cited By [15-19]","[15] P. Chen and T. Chen, Promisetune: Unveiling causally promising and explainable configuration tuning, ICSE 2026",
data_light_se_challenge,"Chen, Gong & Chen config data (Accuracy can lie)","Configuration performance datasets (Chen, Gong, Chen)",dataset,medium,Table 1,"Apache AllMeasurements ... Cited By [7, 8, 10, 16]","[16] P. Chen, J. Gong, T. Chen, Accuracy can lie: On the impact of surrogate model in configuration tuning, IEEE TSE 51(2), 2025",
data_light_se_challenge,SS-* config datasets / FLASH (Nair et al.),SS-* software configuration datasets (Nair et al.),dataset,medium,Table 1,"Specific Software Configurations: SS-A to SS-X, billing10k ... Cited By [7-14]","[14] V. Nair, T. Menzies, N. Siegmund, S. Apel, Using bad learners to find good configurations, FSE 2017",
data_light_se_challenge,Project health datasets (Lustosa & Menzies),Software Project Health datasets (Lustosa & Menzies),dataset,medium,Table 1,"Software Project Health: Health-ClosedIssues, -PRs, -Commits ... Cited By [7, 8, 10, 11, 20]","[20] A. Lustosa and T. Menzies, Learning from very little data: On the value of landscape analysis for predicting software project health, TOSEM 33(3), 2024",
data_light_se_challenge,"POM3 / XOMO / COC1000 process models (Chen, Nair, Menzies)","Software process model datasets: POM3, XOMO, COC1000 (Chen, Nair, Menzies)",dataset,medium,Table 1,"XOMO (Flight, Ground, OSP) ... Cited By [8-11, 20, 21]","[21] J. Chen, V. Nair, T. Menzies, Beyond evolutionary algorithms for search-based software engineering, IST 95, 2018",
data_light_se_challenge,Kaggle cross-domain datasets,"Kaggle behavioral datasets (FC25, student dropout, FIFA 2022, IBM HR attrition)",dataset,high,Table 1,"Behavioral: all_players, student_dropout, HR-employeeAttrition, player_statistics ... From [22-25]","[22-25] nyagami; Abdullah0a; die9origephit; Pavansubhasht, kaggle, 2025",
data_light_se_challenge,Kaggle cross-domain datasets,"Kaggle financial datasets (Telco churn, loan approval, home data, credit card customers)",dataset,high,Table 1,"Financial: BankChurners, home_data, Loan, Telco-Churn ... From [26-29]","[26-29] blastchar; L. Zoppelletto; dansbecker; S. Goyal, kaggle, 2020-2025",
data_light_se_challenge,Kaggle cross-domain datasets,"Kaggle health datasets (hospital readmissions, WHO life expectancy, COVID-19 Indonesia)",dataset,high,Table 1,"Human Health Data: COVID19, Life_Expectancy, hospital_Readmissions ... From [30-32]","[30-32] dansbecker; K. A. Rajarshi; Hendratno, kaggle, 2022-2025",
data_light_se_challenge,Kaggle cross-domain datasets,"Kaggle sales datasets (Animal Crossing Nookplaza, marketing analytics, car price)",dataset,high,Table 1,"Sales: accessories, dress-up, Marketing_Analytics, socks, wallpaper ... From [33-35]","[33-35] jessicali9530; J. Daoud; syedfaizanalii, kaggle, 2021-2025",
data_light_se_challenge,Scott-Knott ranking,Scott-Knott test,statmethod,high,5.3 Statistical Methods,We ranked all our results using the Scott-Knott [111] recursive bi-clustering method.,"[111] A. J. Scott and M. Knott, A cluster analysis method for grouping means in the analysis of variance, Biometrics 30, 1974",
data_light_se_challenge,Cliff's delta effect size,Cliff's delta effect size,statmethod,high,5.3 Statistical Methods,"Next, an effect size test uses Cliff's Delta [112] to check if the splits are sufficiently separate to be called ""different"".","[112] G. Macbeth, E. Razumiejczyk, R. D. Ledesma, Cliff's delta calculator, Universitas Psychologica 10(2), 2011",
data_light_se_challenge,Bootstrap significance test (Efron),Bootstrap significance test (Efron & Tibshirani),statmethod,high,5.3 Statistical Methods,"For this, we use bootstrapping [113] to resample to estimate the distributions, estimate confidence intervals, and check that if their differences are just chance.","[113] B. Efron and R. J. Tibshirani, An Introduction to the Bootstrap, Chapman & Hall/CRC, 1993",
data_light_se_challenge,K-means++ seeding (Arthur & Vassilvitskii),K-Means++ seeding (Arthur & Vassilvitskii),methodology,high,5.2.2 Pool-based Inference,"LINE uses the K-Means++ centroid finder [109]: Given already selected rows S, a new row x is chosen with probability proportional to D(x,S)^2","[109] D. Arthur and S. Vassilvitskii, k-means++: The advantages of careful seeding, SODA 2007",
data_light_se_challenge,TPE (Bergstra et al.),Tree of Parzen Estimators as design template for LITE (Bergstra),methodology,medium,5.2.2 Pool-based Inference,LITE was inspired by Bergstra's Tree of Parzen Estimators [110]. It was an experiment in simplifying TPE and adapting it to fixed pools.,"[110] J. Bergstra and Y. Bengio, Random search for hyper-parameter optimization, JMLR 13(2), 2012",
data_light_se_challenge,"Clustering methods (DBSCAN, HDBSCAN, CURE, Fastmap)",Fastmap (Faloutsos & Lin),methodology,high,6 Table 4 (bucket building),"Fastmap [118], a Nystrom-like method that derives components from distant ""corners"" (k). In operation, it picks a random row r; then selects row k1 far from r.","[118] C. Faloutsos and K.-I. Lin, FastMap: A fast algorithm for indexing, data-mining and visualization, ACM 1995",
data_light_se_challenge,Aha's mixed-data distance,Aha's distance for mixed data,methodology,high,6 Table 4 (bucket building),"For mixed data (numbers/symbols), Fastmap uses Aha's distance [119]: Numbers: dist(x,y)=|x-y| (normalized 0..1). Symbols: dist(x,y)=0 if x=y, else 1.","[119] D. W. Aha, D. Kibler, M. K. Albert, Instance-based learning algorithms, Mach. Learn. 6, 1991",
data_light_se_challenge,"Clustering methods (DBSCAN, HDBSCAN, CURE, Fastmap)",DBSCAN minPts guideline (Schubert et al.),methodology,high,6 When Simplicity Might Fail,"Following DBSCAN guidelines [115], line 10 of Algorithm 1 requires filled buckets to contain at least 2d minPts rows.","[115] E. Schubert, J. Sander, M. Ester, H.-P. Kriegel, X. Xu, DBSCAN revisited, revisited, ACM TODS 42(3), 2017",
data_light_se_challenge,"Classic search heuristics (GA, HC, Tabu, DE, ES, PSO, ILS, ...)",Epsilon-domination (Deb et al.),methodology,medium,3 The Mathematics of Simplicity,"The second assumption follows Deb et al.'s epsilon domination criteria [88], where epsilon divides the problem space into hypercubes requiring only one sample per cube.","[88] K. Deb, M. Mohan, S. Mishra, Evaluating the epsilon-domination based multi-objective evolutionary algorithm, Evolutionary Computation 13(4), 2005",
data_light_se_challenge,Sample-complexity bounds (Hoeffding; Jin; Ross),Hoeffding's inequality sample bound,methodology,medium,3 The Mathematics of Simplicity (Eq. 2),"For such Best Arm problems, the Hoeffding's inequality provides theoretical foundations for sample complexity bounds [91].","[91] W. Hoeffding, Probability inequalities for sums of bounded random variables, JASA 58(301), 1963",
data_light_se_challenge,Sample-complexity bounds (Hoeffding; Jin; Ross),Reward-free RL sample complexity (Jin et al.),methodology,medium,3 The Mathematics of Simplicity (Eq. 3),Deriving the Reward-Free sampling complexity is complex [92] so we just summarize that result.,"[92] C. Jin, A. Krishnamurthy, M. Simchowitz, T. Yu, Reward-free exploration for reinforcement learning, ICML 2020",
data_light_se_challenge,Chebyshev distance / MOEA-D (Zhang & Li),"Chebyshev distance to utopia (MOEA/D, Zhang & Li)",methodology,medium,7.1 Threats to Validity,We have repeated the above analysis using another evaluation bias: the Chebyshev distance to utopia measured preferred by MOEA/D researchers [120].,"[120] Q. Zhang and H. Li, MOEA/D: A multiobjective evolutionary algorithm based on decomposition, IEEE TEVC 11(6), 2007",
data_light_se_challenge,Reference-optimal / straw-man baseline (Cohen; McGeoch),Reference-optimal terminology (McGeoch; Cohen),methodology,low,1.1 FAQ2,"Here, ""optimal"" means ""reference optimal,"" (which is a term from empirical algorithms literature [40, 41]). The reference optimal refers to the best solution observed so far.","[40] C. C. McGeoch, A Guide to Experimental Algorithmics, CUP 2012; [41] P. R. Cohen, Empirical methods for AI, MIT Press 1995",
